day,price,date,difficulty,num_tranc,activeAddresses
2010-12-28 00:00:00,0.28,2010-12-28,14484.1623612254,584.0,1030.0
2010-12-30 00:00:00,0.29999899999999996,2010-12-30,14484.1623612254,542.0,1091.0
2011-01-01 00:00:00,0.299998,2011-01-01,14484.1623612254,594.0,1077.0
2011-01-03 00:00:00,0.299998,2011-01-03,16307.420938523985,853.0,1398.0
2011-01-05 00:00:00,0.298998,2011-01-05,16307.420938523985,1192.0,1540.0
2011-01-07 00:00:00,0.322,2011-01-07,16307.420938523985,880.0,1254.0
2011-01-09 00:00:00,0.322998,2011-01-09,16307.420938523985,1193.0,1383.0
2011-01-11 00:00:00,0.32899999999999996,2011-01-11,16307.420938523985,1262.0,1552.0
2011-01-13 00:00:00,0.405,2011-01-13,16307.420938523985,1271.0,1696.0
2011-01-15 00:00:00,0.4,2011-01-15,18437.64439216629,932.0,1422.0
2011-01-17 00:00:00,0.4,2011-01-17,18437.64439216629,816.0,1348.0
2011-01-19 00:00:00,0.3401,2011-01-19,18437.64439216629,967.0,1545.0
2011-01-21 00:00:00,0.44,2011-01-21,18437.64439216629,1047.0,1969.0
2011-01-23 00:00:00,0.4443,2011-01-23,18437.64439216629,1073.0,1932.0
2011-01-25 00:00:00,0.425,2011-01-25,18437.64439216629,965.0,1445.0
2011-01-27 00:00:00,0.4174,2011-01-27,22012.38133799388,900.0,1653.0
2011-01-29 00:00:00,0.446,2011-01-29,22012.38133799388,1290.0,2077.0
2011-01-31 00:00:00,0.5,2011-01-31,22012.38133799388,1815.0,2229.0
2011-02-02 00:00:00,0.8400989999999999,2011-02-02,22012.38133799388,1004.0,1490.0
2011-02-04 00:00:00,0.88,2011-02-04,22012.38133799388,918.0,1509.0
2011-02-06 00:00:00,0.92,2011-02-06,22012.38133799388,857.0,1393.0
2011-02-08 00:00:00,0.9,2011-02-08,25997.879928814426,842.0,1427.0
2011-02-10 00:00:00,1.1,2011-02-10,25997.879928814426,1866.0,3549.0
2011-02-12 00:00:00,1.0899,2011-02-12,25997.879928814426,1903.0,3300.0
2011-02-14 00:00:00,1.08,2011-02-14,25997.879928814426,1978.0,4117.0
2011-02-16 00:00:00,1.05019,2011-02-16,25997.879928814426,2062.0,2982.0
2011-02-18 00:00:00,1.05019,2011-02-18,36459.88692507513,2086.0,3608.0
2011-02-20 00:00:00,0.954896,2011-02-20,36459.88692507513,1698.0,3177.0
2011-02-22 00:00:00,0.869499,2011-02-22,36459.88692507513,2152.0,3781.0
2011-02-24 00:00:00,0.9499,2011-02-24,36459.88692507513,1957.0,3676.0
2011-02-26 00:00:00,0.988567,2011-02-26,36459.88692507513,1964.0,3581.0
2011-02-28 00:00:00,0.9492309999999999,2011-02-28,55589.518126868665,1932.0,3028.0
2011-03-02 00:00:00,0.9498,2011-03-02,55589.518126868665,2974.0,3728.0
2011-03-04 00:00:00,0.9392,2011-03-04,55589.518126868665,2119.0,3281.0
2011-03-06 00:00:00,0.9104450000000001,2011-03-06,55589.518126868665,1918.0,3316.0
2011-03-08 00:00:00,0.9072,2011-03-08,55589.518126868665,2530.0,3867.0
2011-03-10 00:00:00,0.87,2011-03-10,76192.61934751371,1491.0,2912.0
2011-03-12 00:00:00,0.9197,2011-03-12,76192.61934751371,2812.0,3232.0
2011-03-14 00:00:00,0.9,2011-03-14,76192.61934751371,2981.0,2900.0
2011-03-16 00:00:00,0.89,2011-03-16,76192.61934751371,3237.0,3166.0
2011-03-18 00:00:00,0.850617,2011-03-18,76192.61934751371,2759.0,3094.0
2011-03-20 00:00:00,0.79,2011-03-20,76192.61934751371,2674.0,4449.0
2011-03-22 00:00:00,0.799646,2011-03-22,76192.61934751371,2301.0,3862.0
2011-03-24 00:00:00,0.9,2011-03-24,76192.61934751371,2218.0,4388.0
2011-03-26 00:00:00,0.905,2011-03-26,68977.78463020959,2987.0,4828.0
2011-03-28 00:00:00,0.8575,2011-03-28,68977.78463020959,3420.0,5336.0
2011-03-30 00:00:00,0.795,2011-03-30,68977.78463020959,1625.0,3662.0
2011-04-01 00:00:00,0.79997,2011-04-01,68977.78463020959,1573.0,3279.0
2011-04-03 00:00:00,0.7998,2011-04-03,68977.78463020959,1603.0,3626.0
2011-04-05 00:00:00,0.71,2011-04-05,68977.78463020959,2272.0,4306.0
2011-04-07 00:00:00,0.7677,2011-04-07,82345.64411296662,1842.0,3423.0
2011-04-09 00:00:00,0.7676,2011-04-09,82345.64411296662,1749.0,3615.0
2011-04-11 00:00:00,0.7809999999999999,2011-04-11,82345.64411296662,1879.0,4060.0
2011-04-13 00:00:00,1.0,2011-04-13,82345.64411296662,2480.0,4672.0
2011-04-15 00:00:00,1.08999,2011-04-15,82345.64411296662,2001.0,4147.0
2011-04-17 00:00:00,1.085,2011-04-17,82345.64411296662,2320.0,4349.0
2011-04-19 00:00:00,1.19,2011-04-19,92347.59095209428,3567.0,6348.0
2011-04-21 00:00:00,1.1979,2011-04-21,92347.59095209428,1912.0,4047.0
2011-04-23 00:00:00,1.5490000000000002,2011-04-23,92347.59095209428,2100.0,4936.0
2011-04-25 00:00:00,1.7009999999999998,2011-04-25,92347.59095209428,2516.0,5074.0
2011-04-27 00:00:00,1.95,2011-04-27,92347.59095209428,4550.0,7489.0
2011-04-29 00:00:00,2.7,2011-04-29,92347.59095209428,3474.0,6747.0
2011-05-01 00:00:00,4.09,2011-05-01,109670.1332924774,4648.0,7490.0
2011-05-03 00:00:00,3.49,2011-05-03,109670.1332924774,3235.0,6050.0
2011-05-05 00:00:00,3.5,2011-05-05,109670.1332924774,3399.0,7096.0
2011-05-07 00:00:00,3.7,2011-05-07,109670.1332924774,3889.0,7278.0
2011-05-09 00:00:00,3.937,2011-05-09,109670.1332924774,3560.0,7565.0
2011-05-11 00:00:00,6.065,2011-05-11,157416.40184364893,3272.0,7085.0
2011-05-13 00:00:00,8.45,2011-05-13,157416.40184364893,4404.0,9451.0
2011-05-15 00:00:00,8.55,2011-05-15,157416.40184364893,3990.0,8317.0
2011-05-17 00:00:00,8.38901,2011-05-17,157416.40184364893,4355.0,10497.0
2011-05-19 00:00:00,7.34,2011-05-19,244112.48777433642,5131.0,11998.0
2011-05-21 00:00:00,6.6036,2011-05-21,244112.48777433642,4822.0,10772.0
2011-05-23 00:00:00,7.45,2011-05-23,244112.48777433642,5775.0,12092.0
2011-05-25 00:00:00,7.51,2011-05-25,244112.48777433642,6172.0,14562.0
2011-05-27 00:00:00,8.92,2011-05-27,434877.0455276276,5491.0,10813.0
2011-05-29 00:00:00,8.4992,2011-05-29,434877.0455276276,4725.0,11196.0
2011-05-31 00:00:00,9.4998,2011-05-31,434877.0455276276,6203.0,14046.0
2011-06-02 00:00:00,10.57,2011-06-02,434877.0455276276,7157.0,15518.0
2011-06-04 00:00:00,17.41,2011-06-04,434877.0455276276,8773.0,19418.0
2011-06-06 00:00:00,19.23,2011-06-06,567269.530162422,9808.0,20962.0
2011-06-08 00:00:00,31.9099,2011-06-08,567269.530162422,11394.0,27306.0
2011-06-10 00:00:00,35.0,2011-06-10,567269.530162422,11233.0,24144.0
2011-06-12 00:00:00,24.99,2011-06-12,567269.530162422,11668.0,27014.0
2011-06-14 00:00:00,20.99,2011-06-14,567269.530162422,12602.0,29778.0
2011-06-16 00:00:00,19.96,2011-06-16,876954.4935135372,11777.0,28867.0
2011-06-18 00:00:00,17.2,2011-06-18,876954.4935135372,12025.0,26115.0
2011-06-20 00:00:00,17.35,2011-06-20,876954.4935135372,11278.0,25961.0
2011-06-22 00:00:00,15.05,2011-06-22,876954.4935135372,11810.0,26764.0
2011-06-24 00:00:00,16.7501,2011-06-24,1379192.2882280778,11134.0,25212.0
2011-06-26 00:00:00,17.51001,2011-06-26,1379192.2882280778,10298.0,23539.0
2011-06-28 00:00:00,17.52,2011-06-28,1379192.2882280778,10892.0,26180.0
2011-06-30 00:00:00,17.5,2011-06-30,1379192.2882280778,9885.0,23459.0
2011-07-02 00:00:00,16.49,2011-07-02,1379192.2882280778,9454.0,32230.0
2011-07-04 00:00:00,15.85,2011-07-04,1379192.2882280778,9495.0,23558.0
2011-07-06 00:00:00,16.5,2011-07-06,1379192.2882280778,11053.0,26919.0
2011-07-08 00:00:00,15.64276,2011-07-08,1563027.996116223,8211.0,24626.0
2011-07-10 00:00:00,15.68,2011-07-10,1563027.996116223,8057.0,28708.0
2011-07-12 00:00:00,14.639879999999998,2011-07-12,1563027.996116223,8795.0,23044.0
2011-07-14 00:00:00,14.1,2011-07-14,1563027.996116223,8419.0,28843.0
2011-07-16 00:00:00,14.1,2011-07-16,1563027.996116223,7821.0,24053.0
2011-07-18 00:00:00,13.6901,2011-07-18,1563027.996116223,8185.0,27882.0
2011-07-20 00:00:00,14.04,2011-07-20,1690895.8030523926,8545.0,25886.0
2011-07-22 00:00:00,13.9389,2011-07-22,1690895.8030523926,8437.0,24454.0
2011-07-24 00:00:00,13.979999,2011-07-24,1690895.8030523926,7866.0,23227.0
2011-07-26 00:00:00,14.4,2011-07-26,1690895.8030523926,8401.0,23820.0
2011-07-28 00:00:00,14.0,2011-07-28,1690895.8030523926,7818.0,25901.0
2011-07-30 00:00:00,13.8,2011-07-30,1690895.8030523926,6854.0,19760.0
2011-08-01 00:00:00,13.5501,2011-08-01,1888786.7053530482,8032.0,23757.0
2011-08-03 00:00:00,13.1,2011-08-03,1888786.7053530482,8054.0,18410.0
2011-08-05 00:00:00,11.55,2011-08-05,1888786.7053530482,7308.0,21510.0
2011-08-07 00:00:00,9.8,2011-08-07,1888786.7053530482,6725.0,20060.0
2011-08-09 00:00:00,12.1,2011-08-09,1888786.7053530482,8638.0,23668.0
2011-08-11 00:00:00,10.4959,2011-08-11,1888786.7053530482,8116.0,18290.0
2011-08-13 00:00:00,10.05,2011-08-13,1888786.7053530482,7386.0,19184.0
2011-08-15 00:00:00,11.89,2011-08-15,1888786.7053530482,8347.0,19220.0
2011-08-17 00:00:00,11.3,2011-08-17,1805700.836193673,8128.0,20363.0
2011-08-19 00:00:00,11.81,2011-08-19,1805700.836193673,7787.0,22233.0
2011-08-21 00:00:00,11.59,2011-08-21,1805700.836193673,7355.0,22784.0
2011-08-23 00:00:00,11.49,2011-08-23,1805700.836193673,7425.0,22694.0
2011-08-25 00:00:00,10.965539999999999,2011-08-25,1805700.836193673,7082.0,23113.0
2011-08-27 00:00:00,9.11,2011-08-27,1805700.836193673,6988.0,20857.0
2011-08-29 00:00:00,9.4811,2011-08-29,1805700.836193673,7807.0,18891.0
2011-08-31 00:00:00,9.0,2011-08-31,1777774.4820014646,7280.0,17029.0
2011-09-02 00:00:00,8.4989,2011-09-02,1777774.4820014646,6917.0,16099.0
2011-09-04 00:00:00,8.5939999988,2011-09-04,1777774.4820014646,6612.0,17537.0
2011-09-06 00:00:00,7.65713,2011-09-06,1777774.4820014646,7705.0,18776.0
2011-09-08 00:00:00,7.31509,2011-09-08,1777774.4820014646,6481.0,15802.0
2011-09-10 00:00:00,6.208920000199997,2011-09-10,1777774.4820014646,6453.0,15938.0
2011-09-12 00:00:00,7.081,2011-09-12,1777774.4820014646,6422.0,16637.0
2011-09-14 00:00:00,5.990000000899999,2011-09-14,1755425.3203287032,6515.0,14793.0
2011-09-16 00:00:00,5.23,2011-09-16,1755425.3203287032,6042.0,14561.0
2011-09-18 00:00:00,5.0,2011-09-18,1755425.3203287032,5775.0,14359.0
2011-09-20 00:00:00,6.795,2011-09-20,1755425.3203287032,7420.0,21913.0
2011-09-22 00:00:00,5.83001,2011-09-22,1755425.3203287032,6808.0,17540.0
2011-09-24 00:00:00,5.66,2011-09-24,1755425.3203287032,6231.0,19433.0
2011-09-26 00:00:00,5.46014,2011-09-26,1755425.3203287032,5917.0,17763.0
2011-09-28 00:00:00,4.989,2011-09-28,1755425.3203287032,5795.0,13750.0
2011-09-30 00:00:00,5.35,2011-09-30,1689334.404597101,5762.0,13468.0
2011-10-02 00:00:00,5.16,2011-10-02,1689334.404597101,5145.0,11839.0
2011-10-04 00:00:00,5.03,2011-10-04,1689334.404597101,5316.0,13799.0
2011-10-06 00:00:00,4.93,2011-10-06,1689334.404597101,6004.0,14442.0
2011-10-08 00:00:00,4.593999999999999,2011-10-08,1689334.404597101,5604.0,12497.0
2011-10-10 00:00:00,4.25937,2011-10-10,1689334.404597101,5530.0,13349.0
2011-10-12 00:00:00,4.206119999999999,2011-10-12,1689334.404597101,6498.0,13584.0
2011-10-14 00:00:00,4.11455,2011-10-14,1689334.404597101,5676.0,14554.0
2011-10-16 00:00:00,3.9009000001999996,2011-10-16,1468195.4272208312,4878.0,11983.0
2011-10-18 00:00:00,2.9,2011-10-18,1468195.4272208312,5562.0,12316.0
2011-10-20 00:00:00,2.42,2011-10-20,1468195.4272208312,4708.0,11118.0
2011-10-22 00:00:00,3.3,2011-10-22,1468195.4272208312,4820.0,12109.0
2011-10-24 00:00:00,3.2,2011-10-24,1468195.4272208312,5919.0,13953.0
2011-10-26 00:00:00,2.8760000000000003,2011-10-26,1468195.4272208312,5307.0,12447.0
2011-10-28 00:00:00,3.255,2011-10-28,1468195.4272208312,5111.0,12707.0
2011-10-30 00:00:00,3.65026,2011-10-30,1468195.4272208312,4888.0,11401.0
2011-11-01 00:00:00,3.35,2011-11-01,1203461.9263799652,5885.0,12768.0
2011-11-03 00:00:00,3.299,2011-11-03,1203461.9263799652,5746.0,13114.0
2011-11-05 00:00:00,3.21,2011-11-05,1203461.9263799652,6575.0,13495.0
2011-11-07 00:00:00,3.0289,2011-11-07,1203461.9263799652,5329.0,12641.0
2011-11-09 00:00:00,3.114,2011-11-09,1203461.9263799652,6627.0,14341.0
2011-11-11 00:00:00,3.0,2011-11-11,1203461.9263799652,5439.0,12128.0
2011-11-13 00:00:00,3.0989999999999998,2011-11-13,1203461.9263799652,5088.0,12538.0
2011-11-15 00:00:00,2.69,2011-11-15,1192497.7500894784,6442.0,14168.0
2011-11-17 00:00:00,2.60031,2011-11-17,1192497.7500894784,5596.0,12196.0
2011-11-19 00:00:00,2.3,2011-11-19,1192497.7500894784,4909.0,10092.0
2011-11-21 00:00:00,2.29,2011-11-21,1192497.7500894784,5044.0,10158.0
2011-11-23 00:00:00,2.38,2011-11-23,1192497.7500894784,5620.0,11499.0
2011-11-25 00:00:00,2.56,2011-11-25,1192497.7500894784,5374.0,11682.0
2011-11-27 00:00:00,2.4965,2011-11-27,1192497.7500894784,4794.0,10752.0
2011-11-29 00:00:00,2.9810000000000003,2011-11-29,1192497.7500894784,6529.0,14376.0
2011-12-01 00:00:00,3.14,2011-12-01,1090715.6800512674,6735.0,14028.0
2011-12-03 00:00:00,3.1299900000000003,2011-12-03,1090715.6800512674,5533.0,12858.0
2011-12-05 00:00:00,2.93,2011-12-05,1090715.6800512674,6347.0,13078.0
2011-12-07 00:00:00,3.082,2011-12-07,1090715.6800512674,7119.0,12910.0
2011-12-09 00:00:00,3.0389999999999997,2011-12-09,1090715.6800512674,5686.0,11780.0
2011-12-11 00:00:00,3.38,2011-12-11,1090715.6800512674,5240.0,12136.0
2011-12-13 00:00:00,3.3,2011-12-13,1155038.3339636438,5515.0,11983.0
2011-12-15 00:00:00,3.1933,2011-12-15,1155038.3339636438,5476.0,10025.0
2011-12-17 00:00:00,3.23,2011-12-17,1155038.3339636438,4819.0,10214.0
2011-12-19 00:00:00,3.70036,2011-12-19,1155038.3339636438,5200.0,12720.0
2011-12-21 00:00:00,4.11,2011-12-21,1155038.3339636438,5667.0,11883.0
2011-12-23 00:00:00,3.95,2011-12-23,1155038.3339636438,5740.0,12106.0
2011-12-25 00:00:00,4.3897,2011-12-25,1155038.3339636438,5307.0,11801.0
2011-12-27 00:00:00,4.06,2011-12-27,1159929.497224385,5571.0,11746.0
2011-12-29 00:00:00,4.33,2011-12-29,1159929.497224385,5023.0,11322.0
2011-12-31 00:00:00,4.995,2011-12-31,1159929.497224385,5357.0,10887.0
2012-01-02 00:00:00,5.4999,2012-01-02,1159929.497224385,5809.0,11914.0
2012-01-04 00:00:00,5.6063,2012-01-04,1159929.497224385,5636.0,12470.0
2012-01-06 00:00:00,7.22,2012-01-06,1159929.497224385,6361.0,14909.0
2012-01-08 00:00:00,7.2,2012-01-08,1159929.497224385,6290.0,14670.0
2012-01-10 00:00:00,6.89,2012-01-10,1250757.7392746594,6589.0,16090.0
2012-01-12 00:00:00,6.997000000000001,2012-01-12,1250757.7392746594,6943.0,13881.0
2012-01-14 00:00:00,6.75,2012-01-14,1250757.7392746594,6734.0,14564.0
2012-01-16 00:00:00,7.18888,2012-01-16,1250757.7392746594,6685.0,14847.0
2012-01-18 00:00:00,6.95,2012-01-18,1250757.7392746594,7215.0,14741.0
2012-01-20 00:00:00,6.58,2012-01-20,1250757.7392746594,6718.0,14194.0
2012-01-22 00:00:00,6.39,2012-01-22,1307728.3606040676,5259.0,11404.0
2012-01-24 00:00:00,6.515,2012-01-24,1307728.3606040676,6817.0,14936.0
2012-01-26 00:00:00,6.2,2012-01-26,1307728.3606040676,6736.0,14442.0
2012-01-28 00:00:00,5.74815,2012-01-28,1307728.3606040676,6095.0,13053.0
2012-01-30 00:00:00,5.6,2012-01-30,1307728.3606040676,6019.0,13507.0
2012-02-01 00:00:00,5.638,2012-02-01,1307728.3606040676,6900.0,14973.0
2012-02-03 00:00:00,6.148,2012-02-03,1307728.3606040676,6943.0,16552.0
2012-02-05 00:00:00,5.9625,2012-02-05,1379647.4392142936,6616.0,14857.0
2012-02-07 00:00:00,5.70999,2012-02-07,1379647.4392142936,6799.0,14708.0
2012-02-09 00:00:00,5.8,2012-02-09,1379647.4392142936,7259.0,15120.0
2012-02-11 00:00:00,6.0,2012-02-11,1379647.4392142936,7624.0,15289.0
2012-02-13 00:00:00,5.72,2012-02-13,1379647.4392142936,7514.0,16253.0
2012-02-15 00:00:00,4.88,2012-02-15,1379647.4392142936,9511.0,17765.0
2012-02-17 00:00:00,4.76998,2012-02-17,1379647.4392142936,7128.0,14220.0
2012-02-19 00:00:00,4.33333,2012-02-19,1376302.2678863804,5932.0,13249.0
2012-02-21 00:00:00,4.4354,2012-02-21,1376302.2678863804,6348.0,14719.0
2012-02-23 00:00:00,4.92481,2012-02-23,1376302.2678863804,7881.0,17560.0
2012-02-25 00:00:00,5.07,2012-02-25,1376302.2678863804,6588.0,15158.0
2012-02-27 00:00:00,5.1,2012-02-27,1376302.2678863804,6475.0,14913.0
2012-02-29 00:00:00,4.9,2012-02-29,1376302.2678863804,6825.0,15444.0
2012-03-02 00:00:00,4.98888,2012-03-02,1496978.595025569,7696.0,17614.0
2012-03-04 00:00:00,4.9,2012-03-04,1496978.595025569,6017.0,14963.0
2012-03-06 00:00:00,5.05,2012-03-06,1496978.595025569,6713.0,15304.0
2012-03-08 00:00:00,5.0,2012-03-08,1496978.595025569,6635.0,15705.0
2012-03-10 00:00:00,4.94,2012-03-10,1496978.595025569,6054.0,12888.0
2012-03-12 00:00:00,4.95915,2012-03-12,1496978.595025569,5728.0,14362.0
2012-03-14 00:00:00,5.4444,2012-03-14,1496978.595025569,7096.0,16186.0
2012-03-16 00:00:00,5.4,2012-03-16,1498294.3628165068,6706.0,16246.0
2012-03-18 00:00:00,5.3799800000000015,2012-03-18,1498294.3628165068,5745.0,13886.0
2012-03-20 00:00:00,4.98,2012-03-20,1498294.3628165068,6604.0,15982.0
2012-03-22 00:00:00,4.88,2012-03-22,1498294.3628165068,6756.0,15714.0
2012-03-24 00:00:00,4.74896,2012-03-24,1498294.3628165068,6461.0,13804.0
2012-03-26 00:00:00,4.73793,2012-03-26,1498294.3628165068,6469.0,15780.0
2012-03-28 00:00:00,4.84592,2012-03-28,1498294.3628165068,7134.0,16243.0
2012-03-30 00:00:00,4.83,2012-03-30,1626553.4813289426,7174.0,15032.0
2012-04-01 00:00:00,4.928999999999999,2012-04-01,1626553.4813289426,5619.0,12758.0
2012-04-03 00:00:00,5.01,2012-04-03,1626553.4813289426,7539.0,18802.0
2012-04-05 00:00:00,4.94486,2012-04-05,1626553.4813289426,6977.0,16394.0
2012-04-07 00:00:00,4.98,2012-04-07,1626553.4813289426,6152.0,14273.0
2012-04-09 00:00:00,4.8,2012-04-09,1626553.4813289426,6045.0,15215.0
2012-04-11 00:00:00,4.8941,2012-04-11,1626553.4813289426,7485.0,18458.0
2012-04-13 00:00:00,4.94464,2012-04-13,1577913.4856767263,7549.0,15778.0
2012-04-15 00:00:00,4.98389,2012-04-15,1577913.4856767263,7313.0,16240.0
2012-04-17 00:00:00,5.022069999999999,2012-04-17,1577913.4856767263,8354.0,18547.0
2012-04-19 00:00:00,5.19,2012-04-19,1577913.4856767263,8023.0,17782.0
2012-04-21 00:00:00,5.48,2012-04-21,1577913.4856767263,7770.0,16314.0
2012-04-23 00:00:00,5.21799,2012-04-23,1577913.4856767263,6845.0,16735.0
2012-04-25 00:00:00,5.16,2012-04-25,1577913.4856767263,7746.0,17454.0
2012-04-27 00:00:00,5.1372,2012-04-27,1577913.4856767263,7066.0,17202.0
2012-04-29 00:00:00,5.0184,2012-04-29,1508589.6720602943,8050.0,15991.0
2012-05-01 00:00:00,5.0,2012-05-01,1508589.6720602943,10070.0,20030.0
2012-05-03 00:00:00,5.184,2012-05-03,1508589.6720602943,12283.0,21860.0
2012-05-05 00:00:00,5.1495,2012-05-05,1508589.6720602943,13590.0,20017.0
2012-05-07 00:00:00,5.0947,2012-05-07,1508589.6720602943,16283.0,25652.0
2012-05-09 00:00:00,5.09609,2012-05-09,1733207.513848385,18865.0,24825.0
2012-05-11 00:00:00,5.03188,2012-05-11,1733207.513848385,14196.0,26137.0
2012-05-13 00:00:00,4.9988800000000015,2012-05-13,1733207.513848385,14084.0,20704.0
2012-05-15 00:00:00,5.09,2012-05-15,1733207.513848385,20817.0,27163.0
2012-05-17 00:00:00,5.1345,2012-05-17,1733207.513848385,14892.0,22569.0
2012-05-19 00:00:00,5.14291,2012-05-19,1733207.513848385,38132.0,31604.0
2012-05-21 00:00:00,5.1475,2012-05-21,1733207.513848385,29133.0,30355.0
2012-05-23 00:00:00,5.16,2012-05-23,1733207.513848385,26784.0,29616.0
2012-05-25 00:00:00,5.15,2012-05-25,1591074.9618473053,29007.0,30112.0
2012-05-27 00:00:00,5.148,2012-05-27,1591074.9618473053,22251.0,26295.0
2012-05-29 00:00:00,5.15889,2012-05-29,1591074.9618473053,31160.0,34268.0
2012-05-31 00:00:00,5.19,2012-05-31,1591074.9618473053,20951.0,28411.0
2012-06-02 00:00:00,5.279,2012-06-02,1591074.9618473053,18570.0,20567.0
2012-06-04 00:00:00,5.2785,2012-06-04,1591074.9618473053,44984.0,41573.0
2012-06-06 00:00:00,5.47,2012-06-06,1591074.9618473053,18275.0,24162.0
2012-06-08 00:00:00,5.66,2012-06-08,1591074.9618473053,26974.0,28266.0
2012-06-10 00:00:00,5.62,2012-06-10,1583177.847444009,39328.0,33833.0
2012-06-12 00:00:00,5.7,2012-06-12,1583177.847444009,20796.0,23493.0
2012-06-14 00:00:00,5.95,2012-06-14,1583177.847444009,56997.0,49646.0
2012-06-16 00:00:00,6.599,2012-06-16,1583177.847444009,49313.0,39347.0
2012-06-18 00:00:00,6.4668,2012-06-18,1583177.847444009,39028.0,37604.0
2012-06-20 00:00:00,6.64999,2012-06-20,1726566.55919348,33475.0,32267.0
2012-06-22 00:00:00,6.79962,2012-06-22,1726566.55919348,25550.0,29230.0
2012-06-24 00:00:00,6.5915,2012-06-24,1726566.55919348,21880.0,28503.0
2012-06-26 00:00:00,6.4514,2012-06-26,1726566.55919348,32547.0,35999.0
2012-06-28 00:00:00,6.66897,2012-06-28,1726566.55919348,27315.0,32729.0
2012-06-30 00:00:00,6.693,2012-06-30,1726566.55919348,23608.0,31929.0
2012-07-02 00:00:00,6.75,2012-07-02,1726566.55919348,25272.0,36588.0
2012-07-04 00:00:00,6.55,2012-07-04,1751454.535340679,21992.0,31635.0
2012-07-06 00:00:00,6.734489999999999,2012-07-06,1751454.535340679,21962.0,29349.0
2012-07-08 00:00:00,6.87,2012-07-08,1751454.535340679,21697.0,27913.0
2012-07-10 00:00:00,7.239,2012-07-10,1751454.535340679,33442.0,37031.0
2012-07-12 00:00:00,7.32,2012-07-12,1751454.535340679,26493.0,34232.0
2012-07-14 00:00:00,7.688910000000001,2012-07-14,1751454.535340679,25417.0,29899.0
2012-07-16 00:00:00,8.2899,2012-07-16,1751454.535340679,30561.0,36801.0
2012-07-18 00:00:00,9.39899,2012-07-18,1866391.3050032083,30733.0,34287.0
2012-07-20 00:00:00,9.23355,2012-07-20,1866391.3050032083,35383.0,36117.0
2012-07-22 00:00:00,9.0,2012-07-22,1866391.3050032083,29975.0,38955.0
2012-07-24 00:00:00,8.96,2012-07-24,1866391.3050032083,29945.0,38415.0
2012-07-26 00:00:00,8.9,2012-07-26,1866391.3050032083,30652.0,30842.0
2012-07-28 00:00:00,8.93,2012-07-28,1866391.3050032083,33187.0,38627.0
2012-07-30 00:00:00,9.15,2012-07-30,2036671.08869332,38204.0,36189.0
2012-08-01 00:00:00,9.54,2012-08-01,2036671.08869332,34163.0,40722.0
2012-08-03 00:00:00,11.1188,2012-08-03,2036671.08869332,29356.0,36362.0
2012-08-05 00:00:00,11.1869,2012-08-05,2036671.08869332,32003.0,37840.0
2012-08-07 00:00:00,11.04,2012-08-07,2036671.08869332,28636.0,39170.0
2012-08-09 00:00:00,12.0,2012-08-09,2036671.08869332,33117.0,40382.0
2012-08-11 00:00:00,11.59788,2012-08-11,2036671.08869332,29979.0,38408.0
2012-08-13 00:00:00,11.86999,2012-08-13,2190865.9701028587,49678.0,48590.0
2012-08-15 00:00:00,12.67,2012-08-15,2190865.9701028587,49070.0,50406.0
2012-08-17 00:00:00,15.4,2012-08-17,2190865.9701028587,40897.0,56761.0
2012-08-19 00:00:00,12.0,2012-08-19,2190865.9701028587,35022.0,58126.0
2012-08-21 00:00:00,10.29999,2012-08-21,2190865.9701028587,40494.0,54394.0
2012-08-23 00:00:00,10.25,2012-08-23,2190865.9701028587,31765.0,43746.0
2012-08-25 00:00:00,10.25,2012-08-25,2440642.6069159643,35491.0,36610.0
2012-08-27 00:00:00,12.149989999999999,2012-08-27,2440642.6069159643,31308.0,38446.0
2012-08-29 00:00:00,11.20999,2012-08-29,2440642.6069159643,33804.0,39372.0
2012-08-31 00:00:00,10.8359,2012-08-31,2440642.6069159643,41495.0,49420.0
2012-09-02 00:00:00,10.18999,2012-09-02,2440642.6069159643,31268.0,34926.0
2012-09-04 00:00:00,10.5934,2012-09-04,2440642.6069159643,36940.0,46032.0
2012-09-06 00:00:00,11.17,2012-09-06,2694047.952955013,44218.0,46838.0
2012-09-08 00:00:00,11.21,2012-09-08,2694047.952955013,34359.0,33699.0
2012-09-10 00:00:00,11.127,2012-09-10,2694047.952955013,32055.0,37358.0
2012-09-12 00:00:00,11.3789,2012-09-12,2694047.952955013,30406.0,34216.0
2012-09-14 00:00:00,11.75,2012-09-14,2694047.952955013,35146.0,38275.0
2012-09-16 00:00:00,11.99,2012-09-16,2694047.952955013,27351.0,31573.0
2012-09-18 00:00:00,12.09,2012-09-18,2694047.952955013,31313.0,38784.0
2012-09-20 00:00:00,12.68666,2012-09-20,2864140.5078109736,33825.0,47273.0
2012-09-22 00:00:00,12.4433,2012-09-22,2864140.5078109736,23847.0,27315.0
2012-09-24 00:00:00,12.29888,2012-09-24,2864140.5078109736,31279.0,33439.0
2012-09-26 00:00:00,12.28,2012-09-26,2864140.5078109736,31886.0,48268.0
2012-09-28 00:00:00,12.444,2012-09-28,2864140.5078109736,29898.0,50027.0
2012-09-30 00:00:00,12.47499,2012-09-30,2864140.5078109736,21143.0,34670.0
2012-10-02 00:00:00,12.88,2012-10-02,2864140.5078109736,28543.0,53173.0
